total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades
-0.8661391368333579,-0.5751479774778441,-7.223882701747287,-0.8638539159910528,0.22804054054054054,0.12017731598216795,592
