timestamp,annual_return,sharpe_ratio,max_drawdown,total_return,win_rate,profit_factor
20260227_215828,-42.05528722208395,-1.7051852089571478,-10.100000000000001,-73.63706866227443,38.91050583657588,0.6047034858770265
